age,monthly_income,monthly_savings,savings_rate,horizon_years,risk_appetite_encoded,existing_investments,dependents,income_stability,risk_category
61,137782,7365,0.053,13,0,843504,3,1,0
61,493888,206023,0.417,30,0,415596,0,0,0
31,461618,144334,0.313,27,2,531296,3,1,4
21,194224,54104,0.279,28,1,994727,5,1,3
21,315845,177606,0.562,29,2,978778,4,1,4
61,240079,9787,0.041,8,2,713537,4,1,1
38,153107,62443,0.408,29,1,891354,3,1,3
64,226823,35694,0.157,22,2,185046,1,1,3
59,309169,159605,0.516,10,2,864093,1,1,3
30,234680,102031,0.435,10,0,67173,0,1,2
57,376338,206811,0.55,15,2,707717,5,1,3
64,68415,14907,0.218,15,1,557068,5,1,1
23,289629,54527,0.188,25,0,229632,0,1,3
41,273786,152159,0.556,23,0,356961,4,1,1
37,295087,146378,0.496,17,0,383545,3,1,1
34,88531,44097,0.498,9,0,485315,5,1,1
40,347840,20648,0.059,20,0,331253,1,1,1
42,303446,90140,0.297,28,0,573570,3,1,1
45,43814,12626,0.288,24,2,81673,4,1,3
36,256107,131259,0.513,22,2,838628,5,1,4
46,176308,11218,0.064,28,0,729391,5,1,1
40,229944,22373,0.097,13,1,6654,0,1,2
64,239015,31583,0.132,18,2,923864,0,1,3
44,265615,107489,0.405,10,0,730782,1,1,1
39,44395,7335,0.165,27,0,244348,4,1,0
30,203309,101171,0.498,8,0,530901,1,1,2
60,439471,90666,0.206,21,1,805378,3,1,1
48,253931,38434,0.151,23,0,733251,2,1,1
41,51147,22758,0.445,12,0,898612,1,0,1
42,171171,74810,0.437,11,0,37739,1,1,1
22,399987,157220,0.393,21,0,974299,4,0,1
38,108636,38691,0.356,23,1,196354,4,1,2
21,183558,35340,0.193,11,0,396302,1,0,1
47,238008,81955,0.344,22,2,231362,4,1,3
43,304839,131440,0.431,15,1,787937,3,1,3
35,177743,80400,0.452,1,2,75656,2,1,3
19,79789,9389,0.118,8,2,76625,4,1,3
19,491519,132838,0.27,11,1,802498,1,1,3
41,251296,83763,0.333,15,0,596122,5,1,1
49,450294,236617,0.525,7,1,7711,4,1,2
60,246218,107605,0.437,3,1,331679,2,1,0
35,436614,161349,0.37,10,0,949037,5,1,0
50,483843,137633,0.284,22,0,321954,1,0,0
55,215552,54029,0.251,18,0,167806,5,0,0
26,86786,9758,0.112,12,1,82673,0,1,3
34,385686,98565,0.256,18,1,783842,4,0,1
50,122548,7164,0.058,10,0,768813,4,0,0
52,124273,74081,0.596,21,1,54459,1,1,2
25,421345,96954,0.23,15,1,613667,5,0,2
37,375893,197174,0.525,4,2,278429,5,1,3
62,377705,59391,0.157,8,2,2953,5,1,1
38,404224,16154,0.04,7,1,206946,3,0,1
54,371314,162364,0.437,24,1,468897,5,0,0
55,86538,44034,0.509,30,1,383276,0,1,2
26,231588,77553,0.335,10,1,585273,4,0,1
25,56368,27344,0.485,6,0,583188,5,1,1
26,249147,93257,0.374,7,2,400337,5,0,3
20,283437,158515,0.559,14,0,75276,5,1,1
42,486725,267181,0.549,7,2,777725,0,1,4
18,303527,129291,0.426,21,1,789106,4,1,3
20,63794,7076,0.111,23,0,969846,3,0,1
60,275623,20015,0.073,1,0,353884,4,1,0
57,348784,88190,0.253,23,0,963208,1,1,0
24,411069,14145,0.034,3,2,264946,0,1,3
63,243793,128001,0.525,15,1,51712,5,1,1
20,284208,100614,0.354,16,0,728871,0,1,2
58,303531,151396,0.499,25,2,989283,4,0,2
31,47949,27821,0.58,29,0,335681,3,0,1
53,425519,55701,0.131,16,0,411496,3,1,0
56,317344,72442,0.228,8,2,582456,2,1,3
56,189964,111141,0.585,1,1,399325,5,1,0
29,183024,10620,0.058,15,1,44258,3,1,3
29,132192,37046,0.28,2,0,470471,5,1,0
31,392384,7118,0.018,24,0,51786,2,0,1
52,259139,88443,0.341,22,2,122603,3,1,2
63,364162,105592,0.29,11,1,778873,4,1,0
59,491529,287487,0.585,26,2,434448,2,1,3
41,182138,103717,0.569,15,2,768378,5,1,4
51,315103,54192,0.172,4,0,779572,1,1,0
47,253597,28908,0.114,16,2,778628,2,1,4
27,37412,16726,0.447,18,0,140039,4,0,1
21,68447,32990,0.482,18,1,212916,4,1,3
64,330609,197181,0.596,12,0,298374,2,0,0
56,299570,35750,0.119,13,0,618519,4,1,0
18,245440,129158,0.526,27,1,92663,0,0,3
50,295512,52969,0.179,7,2,631475,1,1,2
49,254633,125424,0.493,8,1,728285,2,1,3
25,306459,22422,0.073,2,0,965736,0,0,0
57,428852,226956,0.529,29,2,560468,3,0,2
52,179429,75496,0.421,21,2,865318,1,1,4
32,273189,53951,0.197,17,0,44864,3,1,1
60,377168,31520,0.084,10,0,379590,4,1,0
57,68720,40268,0.586,14,1,491567,4,1,1
53,404462,242307,0.599,19,2,635433,4,1,3
56,489171,93075,0.19,19,2,327371,3,1,2
65,144202,15273,0.106,16,0,913456,1,1,0
46,423564,88460,0.209,25,0,853951,2,1,1
40,66073,29343,0.444,24,2,968305,4,1,4
27,482552,105782,0.219,4,2,859022,3,1,3
19,485867,134401,0.277,4,2,471820,0,1,4
58,475641,61539,0.129,1,2,68363,4,1,0
32,106437,21277,0.2,12,0,810161,2,0,0
50,337582,14457,0.043,14,2,403036,2,1,2
18,442610,215694,0.487,4,2,774808,5,1,4
46,198270,87705,0.442,9,2,634101,3,1,3
25,260014,103837,0.399,18,1,321827,3,1,3
47,32342,8649,0.267,3,1,839096,4,1,0
51,413953,99965,0.241,24,2,525587,1,0,2
42,468052,178453,0.381,28,2,885162,2,1,4
19,135637,71909,0.53,15,2,25532,5,0,4
59,291639,12837,0.044,5,0,514938,4,1,0
64,197485,27354,0.139,27,0,481891,4,1,0
48,403094,193765,0.481,21,2,676381,0,0,4
33,96620,49771,0.515,21,0,618740,4,0,1
37,305356,45118,0.148,27,0,166901,5,1,0
30,456060,217620,0.477,24,2,198675,3,0,3
37,384494,170913,0.445,22,1,442762,4,1,3
51,258117,125918,0.488,21,0,405890,2,1,1
47,268505,16957,0.063,5,0,899726,5,0,0
62,226604,71714,0.316,24,2,278169,4,0,1
65,181928,108166,0.595,28,1,781570,2,0,1
41,193226,80676,0.418,8,2,116905,4,0,2
35,37401,10176,0.272,7,1,843823,3,1,2
21,412963,7056,0.017,8,2,553616,0,1,4
31,197587,69538,0.352,11,2,302295,5,0,3
46,238023,16251,0.068,21,2,271767,0,1,4
43,274216,107035,0.39,24,2,945955,1,0,3
22,188904,100012,0.529,6,2,554055,1,0,4
30,192115,91755,0.478,11,0,513993,0,1,2
59,492617,30345,0.062,4,0,154125,0,0,0
38,418231,233273,0.558,18,0,153023,1,1,2
50,460627,8934,0.019,18,2,916875,2,1,3
48,217385,24763,0.114,2,2,489922,5,1,1
39,107507,6989,0.065,29,2,623536,4,1,3
34,188990,55849,0.296,6,0,637796,3,1,0
63,488295,211068,0.432,26,1,268092,2,1,2
24,79790,12660,0.159,6,2,937424,3,1,3
32,359323,164346,0.457,22,1,235237,3,1,3
51,376936,200982,0.533,30,0,49875,1,0,0
59,48807,25384,0.52,10,1,68625,2,1,2
20,96519,48738,0.505,27,1,987711,5,1,3
46,84873,26242,0.309,19,0,493936,3,1,1
43,61163,28576,0.467,29,0,368708,3,0,0
20,223441,9752,0.044,28,1,648513,2,1,3
40,352703,5982,0.017,2,0,409362,1,1,0
52,440548,187506,0.426,27,2,867333,5,1,3
34,334221,8625,0.026,30,1,236486,5,0,2
50,483539,56524,0.117,5,0,360372,3,1,0
46,405415,25193,0.062,8,0,439068,3,1,0
41,365938,30099,0.082,20,0,906374,0,0,0
60,243302,14218,0.058,29,1,733349,5,1,1
22,455869,177022,0.388,21,1,351477,4,0,2
21,57780,21640,0.375,15,0,524338,5,1,1
62,193104,70029,0.363,21,1,394692,0,0,1
18,424138,249762,0.589,7,2,274233,0,1,4
40,91895,19364,0.211,6,2,469045,2,1,3
57,196684,82937,0.422,23,2,522915,0,1,3
23,495514,205073,0.414,22,2,508911,0,0,4
61,153672,76054,0.495,12,1,684729,5,0,0
40,342156,205146,0.6,22,0,181854,3,1,1
45,143714,5205,0.036,18,2,878258,4,0,3
26,471267,185402,0.393,16,0,41716,0,0,1
48,192817,39571,0.205,16,1,879712,2,1,3
23,31230,6381,0.204,15,2,27050,5,1,4
35,96693,24575,0.254,29,0,476697,2,0,1
46,97332,29450,0.303,23,2,307181,2,1,4
50,131264,35041,0.267,28,2,848158,4,1,2
33,89123,35023,0.393,2,1,221646,3,1,1
34,403801,71686,0.178,10,0,236830,1,1,1
27,482833,44222,0.092,28,1,854639,3,1,3
18,435099,103818,0.239,15,1,670740,4,0,2
42,419159,216177,0.516,25,1,759103,5,1,3
65,211112,101905,0.483,16,1,60616,5,0,0
60,266309,26125,0.098,15,0,175918,4,0,0
31,108116,58697,0.543,30,2,876587,3,1,4
63,441439,165886,0.376,28,1,601082,3,1,1
22,434133,190771,0.439,10,0,418277,3,1,1
61,379438,48755,0.128,9,2,334132,1,0,2
30,337319,183810,0.545,13,1,244965,4,1,2
32,293072,53425,0.182,23,1,648552,4,0,1
49,385860,206107,0.534,14,1,375926,5,1,2
18,410932,24192,0.059,4,2,228464,5,1,3
36,72243,40030,0.554,22,2,995815,5,1,4
61,450754,10833,0.024,14,2,248053,5,0,1
50,390099,160904,0.412,2,2,163479,1,1,1
56,277743,99961,0.36,3,1,333175,1,0,0
39,327311,24928,0.076,10,0,469134,4,1,0
58,309400,11125,0.036,19,2,114479,5,1,2
54,407069,169894,0.417,10,1,718954,5,1,1
35,215647,84737,0.393,2,2,515904,1,0,2
55,433926,221560,0.511,9,2,597446,0,1,3
50,40739,23518,0.577,11,0,872255,5,1,0
22,229483,15686,0.068,1,2,834648,1,0,2
57,301466,17693,0.059,26,2,364523,3,0,1
56,21658,9387,0.433,21,0,417653,1,0,0
32,373413,214066,0.573,28,0,825748,0,1,2
41,458201,208195,0.454,18,0,659230,1,0,1
24,426219,244865,0.575,19,1,446811,5,1,3
65,464540,175114,0.377,18,0,84859,5,1,0
37,190188,61922,0.326,28,2,17580,4,1,3
58,289228,82991,0.287,16,0,376684,3,1,0
49,56668,16945,0.299,1,2,572005,2,1,2
62,257644,95480,0.371,1,1,135673,2,0,0
53,441064,94229,0.214,4,1,260775,2,1,1
24,285129,66794,0.234,2,2,302408,0,1,3
41,423222,76819,0.182,23,0,199933,1,1,1
51,425633,167372,0.393,1,1,758339,5,1,0
25,207494,120852,0.582,1,1,854214,5,1,1
51,151960,62135,0.409,17,2,248290,3,1,3
44,384777,35085,0.091,24,1,358451,3,1,2
57,159270,39354,0.247,26,0,836852,4,1,0
28,160940,23546,0.146,29,0,557437,4,1,1
22,312002,50330,0.161,23,0,714564,3,0,1
57,68281,36236,0.531,29,1,200277,0,1,2
55,178349,55606,0.312,14,2,253130,0,1,3
18,20792,11927,0.574,20,2,432353,0,1,4
54,321776,172862,0.537,29,0,785139,5,1,0
36,156243,14589,0.093,30,2,465462,5,1,3
43,291898,30688,0.105,9,0,884015,3,0,0
58,184818,13709,0.074,2,2,114064,3,0,0
27,462505,91728,0.198,28,2,105696,3,1,4
37,41637,10428,0.25,2,1,228289,5,0,0
59,112449,8239,0.073,24,0,863376,4,1,0
36,377677,125877,0.333,30,0,845377,4,1,1
65,167215,54744,0.327,22,2,342406,3,1,2
35,211269,114365,0.541,12,2,446171,5,1,4
48,73619,27791,0.377,14,2,231730,1,1,4
36,61770,27300,0.442,10,1,907037,5,0,1
41,68671,25270,0.368,24,2,127897,2,1,4
30,468381,54948,0.117,6,2,406516,4,1,3
37,432548,25115,0.058,14,0,435213,4,1,0
57,363810,89351,0.246,23,1,727245,1,1,1
25,137616,41214,0.299,24,1,307732,1,1,4
65,320206,178877,0.559,14,1,83905,4,1,1
53,493300,62467,0.127,21,0,488963,0,1,0
62,202929,69367,0.342,16,0,803369,0,1,0
43,330499,80561,0.244,3,1,584770,2,0,0
32,294732,120910,0.41,19,1,286400,4,1,3
30,238423,85732,0.36,9,1,476356,1,1,3
25,211659,64321,0.304,8,2,187660,2,0,3
33,231299,26661,0.115,2,0,953178,2,1,0
35,355415,183271,0.516,18,2,735193,4,1,4
19,269043,137735,0.512,13,0,146149,1,1,2
53,450593,183352,0.407,8,1,111118,0,1,1
19,51941,6372,0.123,27,0,3376,1,0,1
61,498224,64834,0.13,13,1,890330,4,1,0
48,172150,42574,0.247,6,0,171147,4,1,0
57,344902,141203,0.409,15,2,615438,3,1,3
18,323353,47987,0.148,25,1,509742,0,1,4
38,332601,118389,0.356,4,0,266336,0,0,0
54,398625,130176,0.327,21,2,43130,4,1,2
21,351834,40546,0.115,18,0,629001,4,0,0
43,42030,12608,0.3,10,1,89831,0,1,2
63,403328,121524,0.301,27,1,348053,5,1,1
62,96497,22705,0.235,5,2,353784,5,0,1
35,267117,68209,0.255,26,0,522283,3,0,0
60,429759,155348,0.361,15,1,341094,5,0,0
31,293006,33688,0.115,18,1,275083,3,0,1
45,124447,27942,0.225,28,0,437350,1,1,1
20,477965,135654,0.284,16,2,56305,5,0,3
65,404832,230963,0.571,30,2,593982,5,0,2
63,297220,24377,0.082,9,0,389512,3,1,0
29,308389,158169,0.513,8,0,371598,2,0,1
21,353983,194121,0.548,14,0,378945,1,1,2
56,51275,16985,0.331,4,2,68908,3,1,1
51,54247,9626,0.177,9,1,726043,3,1,0
27,163973,72759,0.444,10,0,734664,3,0,0
59,57748,8878,0.154,30,0,247888,1,1,0
38,135925,14958,0.11,18,1,87160,5,1,2
54,283215,104926,0.37,1,2,41410,1,1,1
34,248443,46041,0.185,1,2,431765,0,0,2
36,357563,178211,0.498,24,1,666067,0,1,3
39,495252,77043,0.156,11,2,399046,0,0,3
28,179467,97662,0.544,27,2,594506,3,1,4
57,432482,239625,0.554,28,1,126895,3,0,0
35,117357,59225,0.505,2,0,354593,0,0,0
28,150522,48030,0.319,6,2,559421,3,1,3
23,352618,201739,0.572,29,2,216585,2,1,4
18,176647,85263,0.483,25,1,679760,2,0,3
20,117661,64682,0.55,9,2,928399,4,1,4
38,281387,66915,0.238,29,0,66535,0,1,1
59,82399,41451,0.503,22,1,324422,5,1,1
41,420111,98515,0.234,15,1,930056,2,0,2
33,469737,204530,0.435,26,0,224388,2,1,3
32,374373,77495,0.207,15,2,616225,3,1,4
51,166509,21855,0.131,28,0,848329,0,1,0
26,475639,18155,0.038,24,0,919483,4,1,1
24,223056,44605,0.2,13,1,552169,1,1,3
61,317441,116513,0.367,23,0,83452,4,1,0
61,124533,64949,0.522,26,1,189932,5,1,1
43,62113,22226,0.358,17,1,698002,1,1,3
41,369084,207351,0.562,15,1,402894,0,1,3
64,218989,21489,0.098,2,2,370334,5,1,0
32,360787,205682,0.57,5,0,115594,2,1,1
57,174174,36957,0.212,9,2,834151,5,1,2
62,423976,16584,0.039,27,1,512703,2,1,1
35,440698,65369,0.148,26,0,272159,4,0,0
31,244376,70623,0.289,25,0,516909,2,0,1
34,61965,36913,0.596,13,1,436931,2,1,3
54,33580,10830,0.323,7,1,620709,3,1,0
30,426743,194211,0.455,11,1,565345,1,0,2
48,42449,10885,0.256,28,0,439090,1,1,1
50,351572,9321,0.027,17,0,278263,1,1,0
22,357867,191502,0.535,13,0,605168,3,1,1
20,77995,27298,0.35,11,1,933580,0,0,2
52,178178,84845,0.476,10,1,623761,1,1,2
56,94710,16352,0.173,5,2,660352,4,1,1
37,178264,105726,0.593,16,2,381339,4,1,4
31,48273,19785,0.41,2,2,652824,5,0,1
48,308077,181092,0.588,21,2,331429,1,0,4
65,393826,28439,0.072,19,1,617064,5,1,1
35,401742,177959,0.443,30,0,123299,4,1,1
38,236942,119679,0.505,2,2,620909,2,0,2
50,471286,69557,0.148,17,0,201513,2,1,0
36,397431,12288,0.031,3,2,716878,0,1,2
64,24934,6354,0.255,10,0,254164,2,0,0
37,47424,19503,0.411,3,1,498493,3,1,0
27,180887,12802,0.071,23,0,769244,4,0,0
29,160415,64066,0.399,13,1,356455,4,1,2
18,108074,47809,0.442,11,1,477154,3,0,2
23,208059,104742,0.503,23,0,122217,5,0,1
37,440941,30357,0.069,26,0,67952,5,0,0
33,97219,10839,0.111,1,2,254166,2,0,2
22,210679,66852,0.317,29,1,172263,2,1,3
36,239559,59017,0.246,19,0,444605,2,0,1
52,162312,70092,0.432,6,0,713341,4,1,0
65,21694,9847,0.454,22,2,637345,0,1,3
65,67646,14835,0.219,28,2,607045,5,1,2
33,164408,31534,0.192,2,1,898728,1,0,1
33,480792,264153,0.549,13,2,596196,2,1,4
18,288044,45733,0.159,5,1,655949,4,0,1
33,86794,18598,0.214,19,2,377403,0,1,4
46,347367,5637,0.016,9,2,277972,0,1,3
50,111411,28641,0.257,8,0,506313,3,1,0
23,129658,47692,0.368,5,1,712923,2,1,3
58,201618,71457,0.354,10,1,987502,0,0,0
31,130078,47078,0.362,10,2,815319,4,0,2
30,426786,62268,0.146,28,1,595890,3,0,1
20,113375,53707,0.474,5,1,581209,0,1,3
20,333905,14622,0.044,8,1,759904,5,0,1
40,434686,11220,0.026,25,2,879761,4,1,3
58,416713,62326,0.15,9,2,748877,2,0,2
41,303161,137893,0.455,2,1,83557,4,0,0
43,333916,195742,0.586,14,0,424477,2,1,1
59,227746,18138,0.08,10,1,780985,0,1,1
63,227977,58025,0.255,5,0,444056,1,0,0
42,414677,47362,0.114,9,1,815042,3,0,1
50,30886,9373,0.303,5,1,818964,5,1,0
24,465045,38585,0.083,28,0,250322,3,1,1
28,402312,55998,0.139,1,1,51039,4,0,0
19,126446,18105,0.143,17,2,576435,3,1,4
47,212487,21960,0.103,24,2,832210,5,1,3
61,454171,214637,0.473,29,0,457283,4,0,0
41,316400,132025,0.417,7,1,763570,2,1,3
25,121824,43664,0.358,28,1,687693,4,1,3
20,343973,43230,0.126,5,1,363906,1,1,3
31,442036,176387,0.399,11,0,609699,5,1,0
55,193889,69544,0.359,11,2,575087,2,1,2
64,379523,196510,0.518,4,2,528089,0,0,2
34,474933,158552,0.334,14,1,453520,1,1,3
47,421365,150743,0.358,30,1,230389,3,1,2
54,48634,19760,0.406,11,1,505341,2,0,1
32,479319,82160,0.171,24,2,182482,0,0,4
27,415198,169936,0.409,19,2,609778,1,1,4
36,391312,205887,0.526,21,1,903922,0,1,3
27,378692,103991,0.275,24,0,665655,3,0,0
55,248552,77427,0.312,26,2,751247,4,1,2
27,56317,21998,0.391,7,2,527831,3,0,3
49,100442,60014,0.597,17,1,313625,3,1,3
63,172748,70836,0.41,24,2,835422,0,1,3
39,245942,133345,0.542,14,1,29251,2,1,3
63,342670,92914,0.271,6,1,878594,2,1,1
28,371696,21444,0.058,28,2,431600,2,1,4
51,482841,248824,0.515,9,1,43237,2,1,2
48,372410,39980,0.107,2,1,599278,0,1,1
57,267605,72238,0.27,7,2,415435,5,1,2
52,74471,36545,0.491,13,2,410685,1,1,3
64,442823,221907,0.501,20,1,396539,1,0,1
62,349112,159310,0.456,8,2,860399,2,1,3
60,461932,5415,0.012,26,0,595067,5,1,0
29,124448,14888,0.12,20,2,583053,2,1,4
34,97763,22907,0.234,19,2,563200,0,1,4
51,199809,38367,0.192,27,1,358734,0,1,2
40,317909,87606,0.276,7,2,841113,0,1,4
65,180585,27592,0.153,5,2,51632,1,1,2
39,226353,94871,0.419,2,2,707852,4,1,2
60,203239,14013,0.069,10,2,753376,3,1,2
49,428039,159582,0.373,11,1,266579,2,0,2
43,237161,77972,0.329,29,1,482996,1,1,3
34,348879,109396,0.314,24,1,945526,1,0,3
38,484747,148992,0.307,1,2,739778,5,1,1
25,479993,39510,0.082,14,2,422191,2,1,4
50,174339,82911,0.476,10,1,791329,3,0,0
24,49870,23261,0.466,11,2,319399,0,0,4
29,481003,260545,0.542,19,2,948936,2,1,4
64,286744,160762,0.561,3,2,692859,4,1,1
54,487039,22015,0.045,5,2,648869,5,1,1
37,454724,32410,0.071,23,2,558212,1,1,4
58,310182,121936,0.393,17,1,208680,2,1,2
42,149132,77994,0.523,12,0,524339,3,1,0
34,54880,32197,0.587,17,1,349829,3,1,3
33,280158,70471,0.252,12,0,664051,4,0,0
33,85524,14327,0.168,9,0,105561,4,1,1
63,470137,18654,0.04,29,0,430898,5,1,0
30,449799,34295,0.076,2,1,49574,3,1,0
60,102607,54874,0.535,11,1,130538,0,1,2
30,69635,39301,0.564,10,0,596917,4,1,1
38,423520,45645,0.108,27,2,339758,3,1,3
19,32420,6928,0.214,20,1,251985,4,1,3
47,352924,167001,0.473,27,0,325764,4,1,1
60,423837,122781,0.29,14,0,240210,2,0,0
20,125633,54153,0.431,15,0,863374,3,0,1
34,150017,62055,0.414,18,2,142003,2,1,4
42,115341,66988,0.581,8,0,751405,3,1,1
57,254849,5018,0.02,27,0,425796,4,1,0
65,164015,66457,0.405,24,0,887582,0,1,1
42,406804,115599,0.284,1,1,249222,2,1,1
55,198728,11589,0.058,18,1,166083,1,0,1
28,254818,66351,0.26,5,0,972437,5,1,0
30,378773,91643,0.242,29,2,906764,3,1,4
28,431476,59515,0.138,21,2,554768,5,1,4
51,199848,107476,0.538,5,1,839080,4,1,1
24,411821,118917,0.289,16,2,549509,1,1,4
23,295079,124362,0.421,4,0,421153,4,1,1
29,227113,59781,0.263,16,2,284933,0,1,4
58,489311,191589,0.392,24,1,467153,3,1,1
58,335239,34272,0.102,6,0,33645,3,1,0
39,190110,29967,0.158,1,0,924570,1,0,0
39,146861,46098,0.314,7,1,717940,5,1,1
46,154277,39929,0.259,25,2,535916,1,1,4
28,20610,9302,0.451,8,1,230842,4,1,3
26,62974,24856,0.395,27,2,606271,5,1,4
24,389911,72951,0.187,8,1,513994,1,1,3
64,284602,11028,0.039,8,1,231324,2,1,1
48,372588,17363,0.047,19,0,114433,0,0,0
55,141691,14934,0.105,23,0,303700,5,1,0
30,63558,18846,0.297,18,1,103018,3,1,3
51,144594,6135,0.042,22,1,10101,4,1,1
43,440431,67110,0.152,5,2,669384,5,1,3
31,423727,126898,0.299,20,2,490987,3,1,4
18,305410,69555,0.228,20,0,214646,5,1,1
53,192805,19418,0.101,2,1,748777,3,0,0
18,465678,124097,0.266,15,1,732339,3,0,2
59,186656,71634,0.384,24,1,313485,5,0,0
60,206773,49859,0.241,4,2,945079,1,1,2
29,120290,45068,0.375,8,1,769212,3,1,2
63,350975,86223,0.246,26,1,527870,5,1,1
37,428816,102994,0.24,26,2,729541,5,1,3
62,352554,188260,0.534,10,1,212823,5,1,1
46,471631,219241,0.465,16,0,762183,4,1,1
42,375049,7977,0.021,3,1,316785,4,0,0
56,196774,16885,0.086,5,2,687477,1,0,1
35,275152,58096,0.211,13,0,851081,1,0,1
26,303805,41432,0.136,8,2,530318,3,1,4
33,67577,34048,0.504,5,2,915788,0,1,4
54,348274,26414,0.076,3,0,93005,4,1,0
56,219268,119317,0.544,9,1,201926,3,1,1
34,388954,94523,0.243,4,0,355281,2,1,1
50,312456,118687,0.38,8,2,214529,0,1,3
60,260324,97024,0.373,27,0,225612,3,1,0
40,398358,111435,0.28,21,2,714952,1,1,4
27,31526,15532,0.493,13,1,107535,3,0,2
28,104946,28382,0.27,2,0,733350,3,1,0
29,373807,134844,0.361,22,0,591011,5,0,0
43,271767,77264,0.284,5,0,446640,1,1,0
30,381363,142693,0.374,30,2,188766,1,1,4
19,385039,56714,0.147,24,2,958736,3,0,3
62,155362,60034,0.386,27,2,250927,2,1,3
38,425544,170319,0.4,22,2,50357,4,1,3
48,230128,69162,0.301,8,1,882412,4,1,1
35,476418,46423,0.097,18,0,598598,5,0,0
38,408377,7808,0.019,28,2,917414,0,0,3
46,465971,67995,0.146,10,1,476555,0,1,2
26,103086,41343,0.401,26,2,323417,3,1,4
29,473218,17926,0.038,9,1,511500,3,1,2
30,191100,21151,0.111,6,0,216789,3,0,0
57,394975,126889,0.321,2,0,885443,5,0,0
32,76902,19662,0.256,18,0,652182,1,1,2
50,69460,10439,0.15,20,0,540856,4,1,0
24,331815,149973,0.452,4,0,28604,5,0,0
47,139261,42371,0.304,16,2,430037,4,1,3
30,444642,99877,0.225,18,1,945507,4,1,3
33,401595,97675,0.243,19,2,668942,0,1,4
50,370404,187653,0.507,5,1,229030,4,1,1
47,340760,196555,0.577,23,0,740158,4,1,1
55,160285,6403,0.04,12,2,597330,3,1,1
22,334629,52830,0.158,3,0,472224,2,1,0
34,157095,25543,0.163,30,1,888603,1,1,3
61,164868,45972,0.279,6,0,602350,5,0,0
29,266088,47399,0.178,11,0,776343,0,1,1
20,137095,54962,0.401,1,1,21157,4,1,1
45,419637,188276,0.449,16,0,485731,3,1,1
40,406125,227274,0.56,27,2,823509,0,1,4
53,47122,17667,0.375,15,0,193050,0,1,0
40,201288,41589,0.207,15,0,455070,0,1,1
18,42766,7794,0.182,5,0,163396,4,1,0
44,147171,88017,0.598,7,0,796282,5,1,1
60,107826,34441,0.319,23,2,663778,0,0,2
20,268917,23722,0.088,21,0,17985,0,1,2
53,469266,111747,0.238,21,2,740781,2,1,3
21,125578,22986,0.183,7,1,637696,1,0,2
49,489164,274856,0.562,10,0,355760,0,1,1
21,100667,42462,0.422,21,1,635318,1,1,4
33,416008,5420,0.013,9,2,953112,5,1,3
37,90511,31461,0.348,20,1,195985,3,1,2
57,382513,117695,0.308,23,2,703365,5,1,2
38,357468,168415,0.471,15,2,74783,3,1,4
52,380473,129438,0.34,13,1,224540,1,0,0
40,174736,29453,0.169,11,1,648053,1,1,2
46,184411,33725,0.183,29,0,441289,1,0,0
38,350060,110481,0.316,6,2,405187,1,1,3
51,474505,173482,0.366,7,2,519328,0,1,2
31,369921,9487,0.026,19,1,663110,4,1,2
31,470506,282249,0.6,2,0,704875,0,1,0
65,342650,29967,0.087,24,0,777156,3,1,0
43,364562,102739,0.282,9,2,226445,0,1,4
46,376469,50420,0.134,30,1,631884,1,0,2
21,163954,21945,0.134,25,1,986354,0,1,3
21,117847,69038,0.586,7,1,887542,1,1,4
53,211711,8159,0.039,25,0,632027,2,1,0
58,353776,198958,0.562,29,1,21094,0,1,2
42,454050,77575,0.171,13,2,967797,5,1,3
56,330250,90662,0.275,29,2,477347,4,1,2
28,483871,35579,0.074,11,0,196092,1,1,2
33,476695,283409,0.595,4,1,189721,3,1,2
36,358294,29866,0.083,11,2,539700,3,1,3
37,306727,66922,0.218,10,0,91368,5,1,0
32,370734,166549,0.449,7,2,499972,3,1,4
65,160752,30706,0.191,15,2,725925,4,0,1
51,364417,131170,0.36,15,2,885169,0,1,3
53,47182,19340,0.41,30,0,786825,0,0,0
45,368434,49389,0.134,10,2,581845,2,1,3
41,198373,89752,0.452,28,1,791006,3,1,3
18,441780,235205,0.532,23,0,352072,0,1,3
21,459218,133574,0.291,15,0,990387,5,1,1
33,333743,87787,0.263,25,0,93120,4,1,1
22,33219,15204,0.458,16,1,54457,1,0,3
42,391021,187167,0.479,11,0,11675,0,1,1
53,257790,93304,0.362,6,2,344165,0,1,2
42,46576,22332,0.479,1,2,938824,5,1,2
55,141992,34144,0.24,24,2,339292,3,1,2
21,376282,174449,0.464,14,0,296695,1,0,1
19,473550,230472,0.487,10,1,977397,4,0,2
40,287337,20213,0.07,15,2,739319,3,0,3
18,416743,212629,0.51,17,1,732654,5,0,2
52,66545,15983,0.24,16,1,957262,4,0,0
50,350130,121721,0.348,3,2,927976,0,1,1
44,456604,157395,0.345,22,0,230804,0,1,1
46,204884,68271,0.333,10,1,451758,3,1,1
62,279970,8477,0.03,27,2,875842,0,1,3
63,434025,206958,0.477,23,0,786617,1,0,0
24,245152,81820,0.334,15,1,420871,2,1,4
32,349251,131328,0.376,10,1,84079,1,1,3
56,482451,43795,0.091,2,2,455755,3,0,0
53,331793,100117,0.302,17,0,464962,5,1,0
34,183599,101399,0.552,27,2,937911,0,1,4
63,205805,71285,0.346,12,1,974419,4,1,0
