fund_category_encoded,horizon_years,risk_score,market_condition,expense_ratio,aum_category,sip_amount,age,pessimistic_return,base_return,optimistic_return
1,17,3.5,1,0.49,1,13244,31,7.03,9.02,10.13
7,22,7.5,2,1.03,2,19195,61,13.01,22.67,35.08
5,20,9.7,1,1.53,0,9463,41,9.26,25.61,36.38
2,18,2.4,2,0.9,2,13605,27,14.12,18.16,20.64
1,1,6.9,0,1.89,1,29417,24,2.19,2.6,5.07
3,15,1.4,2,0.16,0,12264,45,13.04,17.31,19.82
0,1,8.9,1,0.88,2,29187,62,5.04,6.91,7.57
1,6,5.1,1,1.28,1,25103,20,6.4,8.82,9.87
3,15,2.0,0,1.17,2,40470,58,5.61,8.89,13.51
5,20,5.1,1,1.97,2,18315,54,10.05,23.17,34.68
2,9,4.5,1,0.23,0,45554,49,11.55,12.61,18.78
1,25,1.2,1,0.47,2,13765,64,6.51,9.23,12.63
7,23,4.2,0,0.22,2,35321,37,8.71,18.7,21.48
6,18,7.0,2,0.58,2,13174,55,15.75,18.93,22.23
4,7,6.2,0,1.14,2,45335,51,10.3,14.56,17.77
3,15,6.1,0,1.68,1,45066,59,5.94,10.8,13.01
6,23,2.5,1,0.22,0,659,45,9.41,14.3,19.05
0,2,6.2,1,0.85,1,28911,30,5.23,5.25,8.83
6,13,7.8,1,2.12,2,9360,39,8.1,15.76,20.69
0,4,7.1,0,2.43,1,11571,48,0.99,1.74,2.4
4,20,9.3,2,1.76,2,41401,37,13.67,22.21,32.01
4,10,2.5,2,1.43,1,9527,58,15.77,20.59,28.32
3,25,6.1,1,0.73,2,21193,45,9.79,14.89,16.78
3,5,8.5,2,1.4,0,22190,30,10.79,15.86,20.43
3,16,8.1,0,0.86,1,19980,18,5.6,9.6,16.61
1,21,5.2,0,1.98,1,12997,61,0.57,4.97,7.12
4,6,6.5,2,0.59,1,9335,54,15.11,21.91,28.05
6,25,6.3,2,0.22,1,17691,53,12.14,19.48,22.25
5,13,5.6,1,1.95,2,25936,55,9.46,22.31,33.74
0,28,5.3,0,1.74,1,32397,31,0.99,2.67,6.35
0,6,7.9,2,1.42,0,5442,43,8.38,9.45,10.97
7,13,6.3,0,0.45,2,8397,55,7.17,15.41,22.63
0,13,1.3,1,0.49,0,15783,23,5.46,8.18,9.78
0,23,1.7,0,0.41,1,34135,62,2.21,4.71,5.96
7,2,3.9,2,0.29,2,19422,21,15.12,21.62,34.57
4,22,6.0,2,0.56,0,25599,36,15.58,19.1,26.25
0,16,8.7,2,0.99,2,26011,65,8.14,10.92,12.12
5,8,3.1,2,1.74,0,42945,61,11.49,21.33,29.97
7,16,3.1,0,1.94,0,49957,37,4.78,13.79,27.18
1,20,9.4,2,0.95,0,31479,35,8.09,12.37,15.63
7,5,5.7,1,2.21,2,44354,58,7.4,19.47,22.44
2,11,8.7,1,0.67,2,7880,47,10.4,16.17,18.29
0,18,9.1,2,0.76,1,6987,54,8.24,11.11,11.63
1,30,6.4,2,1.11,1,15614,38,8.61,11.69,12.73
7,10,7.0,2,2.15,0,34780,20,11.04,16.99,34.6
7,25,7.8,0,0.89,2,8169,45,7.65,16.61,23.32
0,1,1.6,0,2.01,0,8595,47,0.9,1.29,2.71
2,26,5.4,2,1.92,1,2557,55,11.55,16.03,19.63
1,11,1.3,1,2.17,2,10823,59,4.53,8.38,12.2
1,14,7.7,2,0.28,2,48864,55,9.11,10.91,14.63
0,25,3.1,0,1.46,1,19931,38,2.23,5.2,7.27
5,17,9.9,0,1.74,0,11248,42,8.74,18.3,31.66
7,18,7.0,0,1.6,1,42116,30,4.15,20.35,28.2
6,29,5.1,1,1.78,0,10089,47,8.12,14.86,17.73
3,17,2.0,2,1.05,0,19214,44,12.2,16.71,22.79
5,11,8.1,2,0.19,1,23609,49,13.08,25.81,34.66
6,9,9.5,0,0.31,0,17152,31,7.27,9.78,19.02
0,6,9.1,1,1.9,2,26907,48,4.1,5.11,7.43
2,29,2.8,2,0.24,1,8554,20,13.08,17.6,21.38
5,13,4.7,1,2.0,0,6304,61,11.94,23.28,31.64
2,10,1.4,2,1.33,2,23681,56,12.37,15.63,19.15
6,5,5.5,0,2.12,1,30860,24,7.44,9.45,11.21
7,7,7.5,1,1.76,0,38778,55,6.69,20.32,24.44
0,26,7.7,0,0.4,2,22493,33,1.23,4.69,6.1
5,11,9.3,0,1.21,2,49117,18,10.04,19.84,26.53
2,11,9.9,2,0.26,2,3213,61,12.39,18.49,24.73
5,13,9.6,2,0.59,2,14944,19,15.78,27.67,33.88
1,4,2.3,0,1.91,1,29255,52,2.17,3.21,5.18
7,30,6.5,0,0.45,2,49043,30,8.07,18.48,21.91
7,5,8.3,0,0.55,2,39661,52,4.08,14.73,28.29
7,16,7.1,1,0.24,0,32446,50,9.6,22.35,31.81
5,9,3.9,1,0.78,1,14073,53,9.55,21.1,26.27
6,25,8.5,1,2.38,2,28141,50,7.39,15.29,23.12
0,19,9.5,0,2.23,1,16029,29,1.35,3.36,5.85
3,28,2.6,1,0.19,0,10240,34,9.24,12.65,17.96
2,1,1.3,2,1.35,2,937,54,15.87,16.07,16.1
7,16,3.9,0,1.95,2,9406,44,6.01,12.66,27.36
1,9,8.8,1,1.92,1,32059,18,5.59,6.74,9.76
4,5,1.8,0,1.99,1,40392,60,11.15,11.52,16.56
6,19,2.6,1,1.69,2,20272,28,10.77,16.53,21.63
1,15,9.8,1,0.56,1,34704,57,6.73,8.81,12.43
6,19,5.8,2,0.42,1,47064,39,14.06,17.49,22.84
0,7,9.8,2,0.45,2,22597,65,7.38,10.66,11.04
6,3,7.5,2,2.32,2,39732,49,11.54,14.76,21.4
6,30,3.6,0,1.65,1,24165,39,7.06,11.09,15.48
2,22,6.8,0,1.01,0,43538,28,6.47,11.82,16.79
2,5,6.0,2,1.44,0,1529,42,13.51,14.45,20.58
3,2,6.8,0,0.19,2,33546,37,7.01,9.81,11.48
2,18,8.9,0,0.19,0,1865,30,7.84,12.81,17.99
7,30,9.7,0,2.34,0,11919,46,6.47,18.42,28.62
6,23,9.1,2,1.63,1,11695,65,12.86,16.97,20.71
2,25,7.7,2,0.32,1,34695,63,13.49,18.76,26.73
3,5,8.1,2,0.61,2,5958,46,10.25,14.5,21.03
4,1,4.8,0,0.12,0,33764,32,9.37,15.55,15.81
5,16,9.5,2,2.17,1,40413,24,11.44,22.25,35.43
0,8,1.6,0,0.27,1,40482,35,2.19,2.23,5.19
6,10,4.4,2,1.59,0,6152,54,12.77,16.75,20.57
1,10,6.7,0,0.5,1,18410,44,2.27,3.95,6.58
0,18,9.1,0,0.17,1,38030,32,1.63,4.27,6.47
0,16,5.0,1,2.07,0,13776,62,4.86,7.46,10.35
7,27,8.4,1,0.43,1,21823,59,6.73,18.78,33.19
0,15,3.5,1,0.38,2,7318,52,5.01,7.86,10.47
5,12,8.9,2,1.74,2,45738,43,10.69,26.91,40.14
6,9,2.8,2,0.6,0,22319,47,12.54,18.41,21.6
7,12,7.5,1,0.1,1,29075,46,8.64,23.92,29.05
4,18,9.1,0,1.66,1,23798,64,8.24,14.81,20.28
7,18,5.2,1,0.58,0,1799,24,11.58,23.42,31.17
7,10,3.1,1,0.87,1,30228,41,8.95,17.02,30.54
4,13,8.7,1,0.79,0,4589,22,11.76,15.87,26.08
2,24,6.4,0,2.28,2,10833,64,5.69,10.16,14.8
2,24,4.2,2,0.46,2,40117,48,15.09,17.09,23.31
0,25,4.9,2,2.01,0,44720,44,7.41,8.72,12.06
4,16,2.3,0,2.33,2,30825,49,8.84,11.63,17.92
7,7,9.1,0,0.27,0,17488,49,5.78,15.63,28.18
6,26,4.4,1,0.82,2,33717,39,12.02,14.63,21.73
7,12,9.9,1,0.29,1,38541,65,9.7,19.39,34.24
5,22,2.0,2,2.0,1,27565,56,16.93,22.31,32.76
1,23,5.7,0,1.55,0,1759,19,0.65,4.23,7.91
5,12,1.2,0,0.19,2,17088,18,11.09,18.92,34.4
5,25,6.6,2,1.12,2,23563,52,16.16,29.35,37.39
4,30,6.9,0,1.11,1,19805,60,11.14,14.64,24.3
5,16,4.4,1,1.71,2,3613,27,12.02,20.61,31.66
1,11,8.7,1,2.16,1,36984,52,5.36,7.48,10.95
0,12,5.7,2,1.01,1,32781,62,7.45,10.24,12.68
4,28,8.2,2,1.36,1,39734,32,14.36,22.18,32.9
7,24,8.0,1,0.12,2,47164,24,10.35,22.96,29.91
6,18,4.7,1,1.38,0,4481,20,12.36,15.12,21.87
1,7,2.7,2,1.25,1,41607,48,8.62,10.57,11.39
2,23,7.6,2,2.27,2,9457,21,11.38,16.85,23.29
2,16,6.9,2,2.3,0,1419,30,12.49,15.31,21.14
1,8,2.3,2,0.63,0,28242,56,9.68,10.74,12.5
4,26,3.7,1,0.17,1,40565,38,13.93,19.64,25.02
6,18,7.1,1,0.3,1,4395,54,10.66,15.95,18.36
7,21,5.3,1,1.98,0,7847,34,9.38,19.07,24.66
5,16,6.9,1,1.98,0,15405,20,11.65,16.95,37.92
2,2,2.2,2,1.86,2,28443,18,11.91,16.53,16.89
0,14,6.6,0,2.25,0,8590,21,1.92,4.22,4.9
6,18,4.7,2,1.73,1,6128,55,13.06,16.71,24.86
5,25,7.8,2,1.35,1,25444,44,11.6,24.59,37.48
0,13,5.8,0,0.74,1,41470,49,2.56,4.14,5.75
6,29,5.6,0,0.24,0,8601,36,6.99,12.27,15.68
1,4,6.7,1,0.21,1,33839,57,5.83,7.39,8.71
2,10,2.0,1,0.21,2,27751,20,9.78,14.71,18.59
3,6,6.3,0,2.26,1,32113,27,5.67,7.81,11.06
2,8,5.3,0,2.43,2,13204,54,7.92,9.75,12.76
6,23,4.2,0,1.17,2,33461,33,7.32,12.59,15.58
4,12,8.5,0,1.53,1,32735,65,10.06,15.35,25.5
7,1,8.3,1,0.66,0,12231,40,9.21,16.39,33.58
1,15,7.7,1,1.72,2,18128,29,5.37,8.73,12.56
4,11,2.4,2,0.92,0,12383,33,15.9,21.12,26.34
6,4,7.8,0,0.37,1,22433,42,6.02,11.87,17.42
5,20,5.8,2,1.08,0,26061,58,13.63,23.48,32.42
3,20,9.6,0,0.18,1,46370,47,5.2,9.27,15.91
6,24,1.2,2,1.97,2,6660,53,12.08,19.02,21.14
5,26,7.5,0,0.59,0,25618,24,6.47,15.83,35.01
0,14,2.3,2,1.15,0,22729,65,7.5,10.55,13.19
3,18,9.8,1,1.66,0,18621,58,8.04,13.16,21.24
7,7,1.6,0,0.19,1,15883,22,5.24,15.34,28.5
2,16,5.1,1,0.48,0,38432,27,10.36,15.9,19.18
1,25,4.4,2,0.85,1,17151,49,8.51,10.19,13.73
4,8,4.7,1,0.11,1,42879,24,12.96,16.28,22.78
5,6,6.8,1,0.44,2,47869,53,10.87,20.03,33.57
3,9,8.2,0,1.19,1,42765,21,5.82,8.6,16.04
3,25,2.0,0,0.64,2,5449,62,6.93,11.04,13.06
5,15,8.0,0,0.76,2,33818,58,7.82,16.76,34.1
1,3,4.7,1,2.45,0,17495,61,4.91,6.29,6.77
6,22,2.7,1,0.86,1,15937,33,12.88,16.64,20.22
1,8,6.2,0,2.09,2,16471,29,1.66,4.03,5.69
3,29,9.3,1,2.1,0,15626,20,7.09,14.14,20.17
7,3,8.4,2,0.99,1,15009,62,12.45,21.0,34.49
7,2,3.8,0,1.35,0,34603,37,6.82,13.64,26.57
0,6,1.8,0,2.41,1,46486,48,1.3,2.81,5.09
6,24,1.2,1,0.48,1,37251,29,12.19,17.15,21.86
5,1,3.0,2,1.14,0,38472,22,13.79,27.85,34.29
7,14,6.6,0,0.82,0,45807,41,8.27,16.14,29.64
4,9,6.5,1,0.13,1,13312,37,13.94,18.04,24.74
0,24,5.3,1,1.07,1,42660,48,5.19,8.1,9.72
4,30,1.3,1,1.49,1,2282,42,14.36,19.56,24.74
6,25,4.3,2,0.61,2,36262,39,12.85,17.47,25.47
6,22,7.8,0,0.63,0,28018,44,5.54,13.27,19.13
4,18,9.4,1,1.13,0,21409,44,12.3,17.48,30.24
5,11,1.7,1,1.7,1,40649,48,12.24,21.93,27.45
1,15,4.9,2,0.24,2,28338,57,8.39,11.05,14.0
4,29,5.3,0,1.49,0,15688,59,11.58,15.55,22.06
2,3,9.9,2,1.17,0,18180,52,12.06,15.6,20.1
1,23,6.7,1,1.44,0,13009,42,6.62,9.78,12.6
7,29,2.3,0,0.36,2,38391,36,6.26,15.86,22.16
7,22,9.8,1,1.82,2,1399,55,8.59,20.19,32.94
5,30,4.1,0,1.02,1,34592,38,11.31,16.67,30.04
2,7,8.6,1,1.12,1,49507,58,10.94,13.61,19.84
7,6,6.3,2,1.04,0,25866,27,14.92,22.03,31.06
3,11,9.8,0,0.31,0,1731,18,6.0,10.33,18.67
7,29,2.2,1,2.25,2,42865,32,10.28,17.88,29.42
0,12,4.4,2,0.76,2,44791,24,8.77,10.92,13.61
6,20,6.8,0,1.77,0,49621,56,6.86,10.96,16.48
2,27,4.5,0,0.89,0,16523,24,7.67,11.26,14.73
0,2,5.0,1,2.11,1,5683,45,5.03,5.68,7.42
4,18,7.5,0,0.45,1,7203,53,7.33,14.01,24.6
6,11,6.1,1,2.2,2,796,25,9.52,14.77,17.94
3,7,5.0,0,0.16,2,18236,65,7.51,11.84,13.2
5,15,3.8,1,2.18,2,39784,47,13.19,26.06,26.69
5,29,2.9,1,1.17,1,2014,45,12.61,20.11,29.99
4,8,2.1,1,1.56,2,12586,41,12.25,19.88,21.51
2,7,8.8,2,1.18,2,4556,27,10.76,14.55,21.88
2,26,7.6,0,1.04,1,728,45,7.41,11.92,18.53
2,17,2.8,0,1.1,2,13072,51,7.0,11.96,14.4
5,14,2.6,2,0.17,0,18582,25,14.45,21.6,30.63
0,13,6.1,2,1.93,2,20573,40,7.28,9.01,12.92
6,28,7.7,2,1.0,1,36822,22,12.24,15.68,24.99
0,9,2.4,1,0.85,2,26443,35,5.77,7.38,9.13
0,7,7.8,1,0.28,2,46000,23,4.72,7.23,8.22
6,20,1.2,1,1.28,1,4249,39,10.41,16.14,21.14
5,23,6.0,2,2.14,1,16772,55,13.46,25.56,36.58
3,18,3.4,1,2.21,2,29134,56,8.2,11.79,16.83
1,15,5.1,2,0.45,2,6286,35,8.0,12.6,15.28
4,25,2.9,0,0.64,0,28375,24,8.8,16.16,19.61
3,2,1.4,2,1.7,2,22235,47,10.46,14.74,15.87
0,3,4.1,0,0.95,1,7738,28,1.27,3.14,3.16
1,4,9.0,1,0.96,1,22463,38,6.63,7.95,9.12
2,6,4.7,0,0.37,1,29475,60,7.83,10.13,15.57
4,28,4.6,2,0.55,2,13660,20,13.8,23.83,28.75
3,17,9.2,1,1.21,2,18716,36,9.37,14.51,22.7
0,25,1.0,0,0.16,0,2843,38,2.29,5.04,6.38
7,14,5.8,1,0.72,0,32622,43,10.45,18.75,25.56
4,1,4.2,2,1.44,2,968,18,16.37,20.86,26.21
3,18,8.7,1,0.73,0,47550,44,8.89,12.95,20.94
5,19,6.8,1,1.3,0,25297,57,13.48,17.69,29.68
7,24,9.5,1,1.7,0,24677,49,9.07,17.95,29.57
1,22,7.4,1,0.56,2,28008,53,6.87,8.51,13.34
7,6,7.8,1,1.3,1,5020,59,11.39,18.21,26.62
3,27,4.9,0,2.4,2,28227,20,6.04,8.18,11.41
7,12,9.1,1,1.65,2,34881,32,8.65,20.56,36.03
6,5,4.0,1,1.88,2,39172,48,9.88,12.35,17.54
2,28,5.6,2,2.28,2,40845,52,13.37,16.3,18.78
7,19,4.1,2,2.1,0,42645,33,12.19,20.27,34.56
0,23,7.2,2,1.06,1,11003,49,6.87,11.09,12.55
1,23,6.2,1,1.19,2,3361,32,6.7,9.05,12.01
3,12,3.5,0,0.78,0,34179,65,6.97,11.98,13.09
5,26,2.5,1,1.84,1,39879,45,12.42,21.44,30.73
3,11,6.3,2,1.84,2,40041,25,11.73,13.17,20.67
5,1,3.2,0,1.13,2,49848,54,8.57,16.21,23.72
1,14,8.3,1,1.8,2,10918,45,4.06,8.14,9.54
2,28,8.7,1,1.48,2,24354,44,9.3,15.79,22.13
4,27,8.9,1,2.35,0,12109,28,10.38,18.18,26.94
3,25,3.8,1,1.69,2,18267,62,8.36,13.24,16.77
2,19,8.4,2,0.74,1,44494,61,12.47,18.03,25.64
4,20,1.9,2,0.74,0,23485,28,16.45,19.26,26.9
1,25,6.1,2,1.31,2,38919,49,9.03,11.08,12.63
5,20,4.2,1,0.44,0,21735,64,14.01,27.7,31.43
2,12,1.1,2,0.45,1,1549,49,13.14,18.58,18.83
2,14,7.7,1,1.4,0,8649,47,10.5,14.92,19.21
4,7,9.3,0,1.47,0,16803,31,8.52,16.96,21.89
7,13,9.7,2,0.36,2,42501,37,12.15,19.85,28.9
4,29,10.0,1,2.37,2,17234,24,10.77,19.81,23.38
4,6,5.3,2,2.07,1,27580,39,14.13,20.25,29.34
2,11,4.1,2,1.07,0,19644,44,12.47,18.93,22.32
2,29,6.8,0,1.83,2,47684,33,5.76,10.28,15.06
3,6,8.1,0,1.6,1,33340,22,4.33,9.93,13.56
6,20,8.5,0,1.84,1,1432,45,6.39,10.95,17.15
3,2,1.4,2,1.56,2,14108,33,12.21,15.49,15.91
3,1,8.2,1,0.73,1,13012,60,8.63,10.31,17.71
7,5,6.8,0,1.06,2,45920,30,5.3,13.02,27.22
5,25,8.9,2,1.14,2,29006,47,15.1,22.53,37.1
4,1,4.0,2,1.38,1,43524,26,17.37,18.0,25.1
5,3,8.6,1,1.2,0,33479,30,12.14,18.13,36.62
7,25,8.6,0,1.31,1,8871,20,7.82,18.85,31.18
4,18,3.6,1,0.95,0,15077,51,12.36,18.53,28.27
1,8,7.3,0,0.79,2,5913,26,1.7,4.02,5.92
0,21,8.8,1,0.85,1,46506,61,5.48,6.73,9.19
7,9,2.1,2,0.43,2,34526,33,11.0,17.06,30.86
0,29,3.0,0,1.15,1,29399,46,1.49,4.69,6.47
2,5,4.2,2,1.99,2,44177,57,11.89,15.86,19.46
6,27,3.7,1,2.23,0,14578,49,10.38,15.05,19.4
2,20,1.7,1,2.26,1,8231,59,9.85,13.82,18.63
5,7,2.4,1,0.65,2,28715,31,14.25,27.13,37.8
5,16,2.0,1,0.88,2,26133,40,13.52,20.6,31.46
7,18,4.5,0,1.33,1,19515,47,4.48,15.91,31.83
1,1,8.6,1,1.01,1,11568,64,5.97,6.71,9.85
2,30,4.2,1,0.55,1,44386,52,9.75,16.37,19.94
1,5,3.6,0,2.42,1,42131,31,2.43,2.88,3.87
0,30,3.2,0,0.64,2,48484,60,2.41,4.65,6.7
6,1,5.0,2,0.48,0,27055,61,14.6,17.39,20.39
4,13,2.5,0,0.9,0,17110,35,10.04,15.36,23.31
1,9,1.5,0,1.15,0,41046,65,3.49,4.12,6.47
5,22,6.7,2,2.43,2,2225,47,16.11,23.48,31.52
1,24,8.4,2,2.08,0,10579,62,8.18,10.77,13.0
4,16,8.3,1,1.85,2,6417,23,12.16,14.72,27.16
5,9,5.2,1,0.26,0,27754,55,11.65,18.58,36.53
6,2,9.1,1,1.74,1,8552,44,9.55,15.08,17.24
1,27,5.3,1,1.05,2,29777,63,4.82,9.11,12.72
2,18,4.3,2,1.04,0,4740,43,13.57,17.56,23.28
4,4,2.1,0,2.36,0,25405,36,8.05,15.03,21.77
5,9,5.0,0,1.11,0,34133,24,11.74,22.21,30.38
7,22,7.7,0,0.66,0,30981,27,7.79,13.77,24.04
1,6,5.1,2,2.07,1,24629,57,7.06,9.1,11.64
6,30,3.2,2,2.01,0,13784,21,14.62,18.25,19.58
3,2,4.3,1,1.62,0,8921,44,9.74,11.75,15.05
1,1,1.1,2,0.19,0,37713,42,9.04,9.41,11.64
7,30,3.1,0,0.19,0,48277,25,5.62,16.43,27.5
1,3,9.0,1,1.4,2,18634,19,5.78,7.49,9.15
0,29,9.5,2,2.25,0,28306,44,7.82,9.07,12.64
1,14,9.4,1,0.68,1,41939,48,6.49,9.41,12.18
3,20,1.7,0,1.79,1,19657,40,5.71,8.31,13.17
5,14,7.6,1,2.3,0,15538,65,11.24,18.6,33.57
5,24,1.1,0,0.86,0,27263,24,6.57,18.01,29.41
2,1,2.3,2,1.36,0,25937,63,14.26,14.53,18.9
1,24,3.4,0,1.64,1,37259,19,2.71,4.45,8.16
0,16,6.7,1,1.2,2,1971,38,5.79,7.95,9.33
6,6,5.8,1,1.71,0,36129,62,10.28,13.03,19.3
4,10,1.3,2,0.48,1,22327,46,13.53,22.25,28.63
5,2,8.8,0,1.15,1,46112,47,6.39,18.51,25.37
0,5,8.7,2,2.32,2,11269,47,6.92,8.36,9.29
5,11,6.7,1,1.41,2,18428,59,10.3,18.82,33.04
4,1,7.9,0,0.23,0,35306,22,10.18,14.88,23.57
6,15,8.4,1,1.78,0,7885,58,9.79,14.09,19.71
6,10,2.1,2,1.6,1,32051,61,13.18,18.24,19.43
7,27,4.2,2,1.64,2,38353,51,12.06,18.92,28.52
2,1,9.6,2,0.46,2,43329,57,12.64,17.09,19.84
5,7,4.9,1,0.36,2,49293,23,12.47,19.71,33.28
6,29,6.0,1,1.18,1,44427,23,11.09,17.18,20.55
3,16,7.6,0,0.9,0,22513,62,4.5,9.44,16.69
3,27,1.6,1,0.22,0,12068,52,10.64,16.03,17.55
0,12,3.1,2,1.49,0,38816,64,7.93,9.93,12.1
7,10,5.4,1,1.18,1,39271,32,11.71,20.97,30.97
5,9,3.3,0,0.92,1,10989,57,9.66,21.92,27.15
2,24,4.8,1,2.13,0,42713,43,9.82,13.85,18.97
5,4,7.8,1,0.31,1,30246,35,11.28,25.39,30.22
3,12,8.3,1,0.47,0,8459,51,8.93,15.84,19.32
3,12,5.4,0,2.0,2,18025,41,6.46,11.2,14.68
7,21,5.1,2,2.45,2,38538,18,11.18,17.13,28.3
0,18,2.7,0,1.21,0,12353,35,2.31,5.58,6.59
5,13,9.1,0,2.01,1,21316,21,5.53,23.01,27.24
7,6,3.0,1,0.22,1,9513,63,7.51,15.49,27.25
4,14,2.8,0,0.4,2,36660,44,8.4,15.44,22.03
0,17,4.6,0,0.69,0,36337,61,1.61,4.4,4.91
5,10,8.1,2,0.35,0,44204,28,15.43,25.36,38.72
3,16,8.6,1,0.48,2,27472,49,8.64,14.88,18.42
1,9,3.9,2,0.41,0,803,62,9.67,9.89,13.24
1,18,9.6,0,2.38,2,27758,36,3.01,4.42,6.79
3,14,2.5,1,0.64,2,2339,52,10.35,13.53,17.31
4,23,5.9,1,2.5,2,14772,58,11.27,19.39,24.89
0,22,9.2,2,0.15,2,27854,43,7.54,10.59,12.38
2,13,5.6,1,0.68,2,14102,39,10.12,13.99,17.55
5,25,8.9,0,0.83,0,32206,46,6.49,15.75,31.35
5,17,3.6,0,1.99,1,32303,49,7.8,16.87,31.59
0,19,2.6,1,0.99,0,31950,19,5.87,8.38,9.88
4,24,9.6,2,2.49,2,38180,60,13.92,19.34,31.91
1,13,9.9,1,0.82,0,47843,47,5.66,9.11,12.08
2,21,2.7,1,0.75,1,5524,25,11.83,12.7,19.89
7,25,5.4,2,1.01,1,40810,41,11.11,21.59,33.78
1,7,4.2,2,0.26,1,4179,24,9.29,9.36,13.45
5,21,3.6,0,1.32,0,17220,57,7.85,17.58,29.18
3,27,2.9,2,2.16,0,25185,30,11.06,17.38,18.41
1,9,5.8,2,1.5,2,49275,47,9.87,11.2,12.44
0,27,7.3,2,0.24,1,27831,34,7.94,12.0,13.06
3,1,10.0,0,1.79,2,43403,49,4.64,7.83,13.22
4,12,2.4,2,1.68,2,39741,44,16.2,18.76,30.47
5,19,6.2,0,2.09,1,32290,25,6.93,17.25,22.89
1,16,5.8,1,1.96,1,5821,28,6.12,7.33,10.92
3,13,2.1,0,1.4,1,20009,57,7.22,9.69,16.05
2,3,7.8,1,2.24,2,10083,55,7.43,12.77,20.98
0,13,4.0,2,0.16,1,27180,41,8.02,10.35,12.21
4,25,4.2,0,1.38,2,14369,44,9.98,13.38,21.5
1,14,7.5,1,0.95,1,10204,56,6.34,8.81,10.78
4,26,3.1,2,0.94,2,33086,60,14.35,22.35,27.08
6,11,2.3,0,1.78,2,3259,44,6.05,11.12,15.25
6,15,5.9,1,1.83,1,13912,47,10.55,15.11,19.78
6,8,9.7,0,1.63,2,13124,60,5.45,12.2,15.69
1,1,4.1,2,0.6,1,6671,31,9.61,10.18,12.17
7,6,6.3,0,2.1,1,13332,23,4.68,15.53,29.05
6,11,2.7,1,1.68,2,8191,20,10.01,17.5,18.45
3,27,1.9,1,1.29,2,24692,39,11.14,13.15,18.37
6,1,5.2,2,1.24,2,21557,42,12.97,16.29,20.38
5,9,7.0,0,0.2,1,17661,21,11.1,17.06,33.17
3,9,7.4,2,1.29,0,47117,61,11.15,16.04,21.08
5,8,9.5,2,1.01,2,16647,18,16.02,25.96,39.06
5,25,8.8,1,0.99,1,23191,20,9.27,22.5,38.66
4,3,4.5,0,0.72,1,21548,65,11.05,14.29,16.95
2,23,4.0,1,0.47,0,671,48,10.87,16.23,18.07
2,13,3.1,0,1.82,2,20088,56,5.95,10.07,13.23
6,29,8.8,0,0.9,1,10037,63,7.27,10.95,19.22
7,28,3.1,2,1.13,2,32223,62,14.87,22.55,34.1
1,23,6.6,0,0.75,0,15921,65,3.2,5.38,7.36
2,2,6.9,2,2.22,2,30376,56,12.32,16.03,16.56
4,8,8.5,2,1.23,0,14686,55,13.15,22.0,25.71
1,2,5.4,2,0.98,1,45229,61,9.14,9.64,12.19
1,26,3.8,0,2.39,2,36158,61,1.94,4.35,5.76
6,6,3.5,0,2.37,0,46346,58,7.38,10.5,15.18
5,17,3.1,1,2.13,2,2858,56,10.16,25.66,36.53
1,17,2.7,2,0.25,1,41530,61,8.52,11.54,13.79
2,29,8.1,0,0.96,1,15337,65,5.43,13.06,17.39
3,1,8.2,1,0.33,2,41739,41,9.59,12.79,17.24
3,30,7.5,2,1.58,2,16649,33,10.55,16.01,20.52
4,15,6.0,1,0.31,1,13388,45,12.7,19.29,25.14
5,1,1.1,1,0.7,0,33311,47,10.15,16.54,28.45
6,28,7.4,0,1.35,2,33337,28,6.85,12.9,17.9
7,23,2.6,1,1.09,0,3103,49,9.03,24.31,26.76
2,30,7.1,0,0.64,0,24148,43,5.9,11.61,19.03
7,5,7.5,1,0.47,2,43413,53,8.75,17.89,24.64
0,29,9.7,2,0.45,0,37488,26,8.91,9.65,12.36
0,7,8.7,1,1.08,1,30157,29,5.36,8.14,8.35
5,20,7.3,0,1.93,1,14074,51,8.13,20.28,30.03
4,18,5.9,0,1.37,1,24701,42,10.17,13.94,23.04
7,24,8.9,0,0.53,1,18499,37,2.84,19.43,27.43
5,21,3.6,2,0.74,0,48830,40,16.2,25.03,32.44
1,6,8.8,1,0.67,0,39446,18,5.94,9.15,9.99
5,16,6.6,0,1.03,0,6525,49,7.11,20.69,33.11
5,25,9.7,2,1.28,1,35255,54,12.97,25.15,38.55
5,27,7.9,0,1.79,1,27126,60,5.01,20.61,26.61
6,5,1.1,2,0.77,0,9712,64,13.73,16.49,21.72
3,25,4.6,1,0.11,2,20312,29,10.2,14.96,16.6
2,6,8.4,1,0.88,0,7817,35,9.25,14.69,21.28
2,30,2.1,1,1.34,1,43659,48,10.71,13.0,17.51
7,11,8.0,0,0.68,0,22102,30,4.01,14.21,22.12
4,15,3.8,1,1.02,2,14107,61,13.64,18.58,24.85
3,2,8.6,0,0.7,2,9922,44,5.25,8.19,13.7
5,14,8.5,1,1.52,0,28724,41,8.49,21.57,35.36
7,4,9.1,0,1.96,0,43382,39,4.83,14.94,28.63
4,30,7.1,2,0.79,0,37765,30,16.94,21.41,30.74
6,6,2.0,2,1.2,2,46317,35,12.9,17.71,22.87
0,3,2.2,2,0.86,1,47518,45,7.43,9.7,10.73
3,18,9.5,0,0.72,0,23685,62,4.65,10.3,17.36
